cell_id,date,frp_sum,frp_max,n_det,y,frp_sum_l1,n_det_l1,frp_sum_l3,n_det_l3,frp_sum_l7,n_det_l7,frp_sum_l30,frp_max_l3,frp_max_l7,frp_max_l30,n_det_l30,frp_sum_l1_l3,frp_sum_l1_l7,frp_sum_l1_l30,n_det_l1_l3,n_det_l1_l7,n_det_l1_l30,frp_sum_l3_l3,frp_sum_l3_l7,frp_sum_l3_l30,n_det_l3_l3,n_det_l3_l7,n_det_l3_l30,frp_sum_l7_l3,frp_sum_l7_l7,frp_sum_l7_l30,n_det_l7_l3,n_det_l7_l7,n_det_l7_l30
18503,2025-07-09,0.45,0.45,1,1.0,1.87,3.0,1.38,3.5,17.008000000000003,4.6,10.096666666666668,0.62,3.7020000000000004,2.408888888888889,3.5555555555555554,1.5999999999999992,5.542,3.8444444444444446,3.0,3.0,2.7777777777777777,35.9,16.970999999999997,11.0775,6.25,4.2,3.291666666666667,16.971,8.279233333333334,5.645145833333333,4.2,3.143333333333333,2.63125
18503,2025-07-10,0.62,0.62,1,1.0,0.45,1.0,1.095,2.5,15.924000000000001,4.2,9.132,0.635,3.3400000000000007,2.213,3.3,1.4449999999999992,4.235999999999999,3.647,3.0,3.2,2.8,17.4875,16.925,10.0,4.75,4.4,3.314814814814815,16.925000000000004,11.389333333333335,6.907685185185185,4.3999999999999995,3.6133333333333333,2.8499999999999996
18503,2025-07-17,0.56,0.56,1,0.0,0.62,1.0,0.535,1.0,14.0,3.6,8.358181818181817,0.535,2.854,2.0681818181818183,3.090909090909091,1.1599999999999993,3.1519999999999997,3.3563636363636364,2.0,2.8,2.6363636363636362,1.2374999999999998,16.466,9.1095,3.0,4.4,3.2333333333333334,16.466,14.106133333333336,7.809316666666668,4.3999999999999995,3.9733333333333336,2.9850000000000003
18503,2025-07-18,1.25,0.87,2,1.0,0.56,1.0,0.5433333333333333,1.0,0.878000000000003,2.0,7.708333333333333,0.5433333333333333,0.5740000000000001,1.9425000000000001,2.9166666666666665,0.9799999999999995,1.2280000000000002,3.1283333333333334,1.6666666666666667,2.2,2.5,1.0033333333333332,14.962,8.33,2.3333333333333335,3.9,3.0303030303030307,15.644,16.1748,8.372106060606061,4.133333333333333,4.16,3.040909090909091
18503,2025-07-24,0.35,0.35,1,0.0,1.25,2.0,0.81,1.3333333333333333,0.9400000000000025,2.0,7.211538461538462,0.6833333333333335,0.6233333333333334,1.8599999999999999,2.8461538461538463,0.5433333333333328,1.1166666666666667,2.930769230769231,1.0,2.0,2.3846153846153846,0.7244444444444444,12.55888888888889,7.681111111111111,1.5,3.4166666666666665,2.861111111111111,10.267333333333335,13.625333333333336,7.747597222222223,3.266666666666666,3.8000000000000003,2.954166666666667
18503,2025-07-30,1.61,0.65,3,0.0,0.35,1.0,0.7200000000000001,1.3333333333333333,0.8283333333333358,1.6666666666666667,6.721428571428571,0.5933333333333334,0.6116666666666667,1.7521428571428572,2.7142857142857144,0.8099999999999995,0.9616666666666666,2.810714285714286,1.3333333333333333,1.8333333333333333,2.357142857142857,0.6294444444444445,6.326388888888888,7.152564102564103,1.111111111111111,2.555555555555556,2.7435897435897436,5.272666666666669,10.932000000000002,7.223935897435898,2.533333333333333,3.4333333333333336,2.880769230769231
18503,2025-07-31,0.66,0.66,1,1.0,1.61,3.0,1.07,2.0,0.806666666666669,1.5,6.3806666666666665,0.6233333333333334,0.5833333333333334,1.6786666666666668,2.7333333333333334,0.7199999999999994,0.8500000000000001,2.6466666666666665,1.3333333333333333,1.5,2.2666666666666666,0.6911111111111112,0.8472222222222222,6.693095238095238,1.222222222222222,1.7777777777777777,2.642857142857143,0.8821111111111137,8.263055555555558,6.767107142857143,1.8888888888888886,3.011111111111111,2.794047619047619
24818,2025-07-14,10.82,10.82,1,0.0,24.72,2.0,0.98,2.0,0.806666666666669,1.5,6.3806666666666665,0.5,0.5833333333333334,1.6786666666666668,2.7333333333333334,0.7999999999999992,0.8500000000000001,2.6466666666666665,1.5,1.5,2.2666666666666666,0.7650000000000001,0.8472222222222222,6.693095238095238,1.3333333333333333,1.7777777777777777,2.642857142857143,0.8841666666666691,8.263055555555558,6.767107142857143,1.833333333333333,3.011111111111111,2.794047619047619
24818,2025-07-18,7.28,7.28,1,0.0,10.82,1.0,6.215,2.0,2.5350000000000024,1.5,6.658125,5.735,2.311666666666667,2.25,2.625,12.534999999999998,4.658333333333333,4.02625,1.5,1.3333333333333333,2.25,0.8500000000000001,0.7805555555555556,6.312222222222222,1.6666666666666665,1.5277777777777777,2.6,0.8175000000000023,5.562833333333335,6.3697444444444455,1.583333333333333,2.4944444444444445,2.707777777777778
24818,2025-07-22,12.11,8.62,2,0.0,7.28,1.0,9.05,1.0,3.6450000000000027,1.5,6.694705882352942,9.05,3.421666666666667,2.5458823529411765,2.5294117647058822,17.769999999999996,6.386666666666667,4.425882352941176,1.5,1.3333333333333333,2.176470588235294,3.5975,1.6338888888888892,6.306145833333333,2.0,1.4444444444444444,2.5625,1.6708333333333356,3.3313333333333355,6.130072916666668,1.5,2.0444444444444447,2.6322916666666667
24819,2025-07-31,33.75,22.57,2,0.0,50.86,2.0,9.05,1.0,4.262000000000003,1.6,6.694705882352942,9.05,3.9940000000000007,2.5458823529411765,2.5294117647058822,17.769999999999996,7.540000000000001,4.425882352941176,1.5,1.4,2.176470588235294,3.5975,1.8536666666666668,6.306145833333333,2.0,1.5333333333333332,2.5625,1.6708333333333356,1.1976000000000024,6.130072916666668,1.5,1.7333333333333336,2.6322916666666667
24820,2025-07-14,36.2,23.93,2,0.0,9.53,1.0,7.28,1.0,5.015000000000004,1.5,6.694705882352942,7.28,4.775,2.5458823529411765,2.5294117647058822,10.82,9.285,4.425882352941176,1.0,1.5,2.176470588235294,6.215,2.1812500000000004,6.306145833333333,2.0,1.6666666666666665,2.5625,2.5350000000000024,1.2775000000000023,6.130072916666668,1.5,1.666666666666667,2.6322916666666667
27923,2025-07-17,33.05,23.93,3,0.0,19.18,1.0,87.88000000000001,4.0,48.46500000000001,2.5,15.240526315789474,24.875,16.9625,4.896315789473684,2.6842105263157894,91.06,54.415000000000006,13.545263157894738,4.5,3.0,2.4210526315789473,156.58,54.59166666666667,15.14578431372549,7.0,3.6666666666666665,2.823529411764706,32.39833333333334,17.034583333333337,9.048768518518521,2.333333333333333,1.9166666666666667,2.599074074074074
