latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,acq_datetime_utc,confidence_cat,confidence_num,date
35.19406,-119.99775,349.31,0.43,0.46,2025-07-05,2032,N20,VIIRS,n,2.0NRT,316.74,15.78,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.195,-119.99329,352.21,0.43,0.46,2025-07-05,2032,N20,VIIRS,n,2.0NRT,320.43,16.37,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.14675,-119.91363,350.26,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,322.21,14.4,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.13759,-119.93609,367.0,0.42,0.45,2025-07-05,2032,N20,VIIRS,l,2.0NRT,326.27,24.53,D,2025-07-05 20:32:00+00:00,low,,2025-07-05
35.1386,-119.93137,345.51,0.42,0.45,2025-07-05,2032,N20,VIIRS,l,2.0NRT,320.38,24.53,D,2025-07-05 20:32:00+00:00,low,,2025-07-05
35.11903,-119.84918,351.54,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,322.77,38.37,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.11426,-119.85128,367.0,0.42,0.45,2025-07-05,2032,N20,VIIRS,l,2.0NRT,336.47,38.37,D,2025-07-05 20:32:00+00:00,low,,2025-07-05
35.11512,-119.8472,351.53,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,322.61,38.37,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.07775,-119.7788,345.11,0.42,0.45,2025-07-05,2032,N20,VIIRS,l,2.0NRT,317.32,8.04,D,2025-07-05 20:32:00+00:00,low,,2025-07-05
35.07861,-119.7748,356.46,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,325.19,38.0,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.05795,-119.77055,347.17,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,318.14,6.43,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.05316,-119.77283,341.72,0.42,0.45,2025-07-05,2032,N20,VIIRS,l,2.0NRT,315.12,6.43,D,2025-07-05 20:32:00+00:00,low,,2025-07-05
35.05178,-119.75908,343.01,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,315.44,127.1,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.0526,-119.75526,367.0,0.42,0.45,2025-07-05,2032,N20,VIIRS,h,2.0NRT,314.34,128.96,D,2025-07-05 20:32:00+00:00,high,,2025-07-05
35.04784,-119.75738,367.0,0.42,0.45,2025-07-05,2032,N20,VIIRS,h,2.0NRT,342.21,127.1,D,2025-07-05 20:32:00+00:00,high,,2025-07-05
35.04865,-119.75361,367.0,0.42,0.45,2025-07-05,2032,N20,VIIRS,h,2.0NRT,351.35,128.96,D,2025-07-05 20:32:00+00:00,high,,2025-07-05
35.04667,-119.72253,343.63,0.41,0.45,2025-07-05,2032,N20,VIIRS,l,2.0NRT,318.21,7.31,D,2025-07-05 20:32:00+00:00,low,,2025-07-05
35.04611,-119.75271,347.49,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,315.69,4.17,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.04053,-119.75881,337.78,0.42,0.45,2025-07-05,2032,N20,VIIRS,l,2.0NRT,310.3,4.3,D,2025-07-05 20:32:00+00:00,low,,2025-07-05
35.03648,-119.75758,356.45,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,315.42,9.02,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.04142,-119.73394,349.55,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,317.48,8.36,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.04226,-119.7299,367.0,0.42,0.45,2025-07-05,2032,N20,VIIRS,h,2.0NRT,318.77,8.36,D,2025-07-05 20:32:00+00:00,high,,2025-07-05
35.0349,-119.74453,354.82,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,314.89,15.58,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.03081,-119.74353,346.24,0.42,0.45,2025-07-05,2032,N20,VIIRS,n,2.0NRT,313.38,2.63,D,2025-07-05 20:32:00+00:00,nominal,,2025-07-05
35.03335,-119.73138,346.07,0.42,0.45,2025-07-05,2032,N20,VIIRS,l,2.0NRT,317.32,4.34,D,2025-07-05 20:32:00+00:00,low,,2025-07-05
36.35873,-114.91302,316.0,0.57,0.52,2025-07-06,852,N20,VIIRS,n,2.0NRT,296.06,3.13,N,2025-07-06 08:52:00+00:00,nominal,,2025-07-06
35.96712,-119.38205,326.04,0.51,0.66,2025-07-06,852,N20,VIIRS,n,2.0NRT,288.28,6.62,N,2025-07-06 08:52:00+00:00,nominal,,2025-07-06
35.96667,-119.37825,367.0,0.51,0.66,2025-07-06,852,N20,VIIRS,h,2.0NRT,292.36,11.16,N,2025-07-06 08:52:00+00:00,high,,2025-07-06
35.96689,-119.37634,349.46,0.51,0.66,2025-07-06,852,N20,VIIRS,n,2.0NRT,292.1,6.62,N,2025-07-06 08:52:00+00:00,nominal,,2025-07-06
34.60842,-117.34013,304.81,0.38,0.59,2025-07-06,854,N20,VIIRS,n,2.0NRT,288.82,1.16,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
34.82219,-118.75079,301.02,0.46,0.63,2025-07-06,854,N20,VIIRS,n,2.0NRT,289.94,0.57,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
35.04287,-119.75679,298.47,0.53,0.67,2025-07-06,854,N20,VIIRS,n,2.0NRT,286.7,0.37,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
35.04159,-119.7567,300.22,0.53,0.67,2025-07-06,854,N20,VIIRS,n,2.0NRT,287.08,0.61,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
32.71502,-114.75751,309.15,0.51,0.49,2025-07-06,854,N20,VIIRS,n,2.0NRT,297.89,2.55,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
32.71552,-114.76293,311.2,0.51,0.49,2025-07-06,854,N20,VIIRS,n,2.0NRT,296.89,2.3,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
33.61238,-117.82422,302.98,0.39,0.6,2025-07-06,854,N20,VIIRS,n,2.0NRT,286.87,0.58,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
33.71605,-117.71293,303.76,0.39,0.59,2025-07-06,854,N20,VIIRS,n,2.0NRT,287.81,0.74,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
33.8204,-118.24402,303.33,0.42,0.61,2025-07-06,854,N20,VIIRS,n,2.0NRT,292.71,0.9,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
33.79527,-117.47632,304.85,0.38,0.59,2025-07-06,854,N20,VIIRS,n,2.0NRT,288.53,0.58,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
33.85409,-118.33322,309.94,0.42,0.61,2025-07-06,854,N20,VIIRS,n,2.0NRT,293.44,1.46,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
34.15557,-118.19279,300.64,0.42,0.61,2025-07-06,854,N20,VIIRS,n,2.0NRT,288.18,0.61,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
34.14125,-117.4299,299.7,0.38,0.59,2025-07-06,854,N20,VIIRS,n,2.0NRT,289.2,0.32,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
34.29461,-118.80192,302.62,0.46,0.63,2025-07-06,854,N20,VIIRS,n,2.0NRT,285.86,0.55,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
34.33731,-118.52058,306.13,0.44,0.62,2025-07-06,854,N20,VIIRS,n,2.0NRT,288.52,0.99,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
34.33791,-118.51955,299.13,0.44,0.62,2025-07-06,854,N20,VIIRS,n,2.0NRT,288.71,0.97,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
34.43207,-118.64765,298.27,0.45,0.63,2025-07-06,854,N20,VIIRS,n,2.0NRT,287.33,0.92,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
34.60603,-117.33738,317.82,0.38,0.59,2025-07-06,854,N20,VIIRS,n,2.0NRT,291.28,1.69,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
34.60814,-117.33569,310.09,0.38,0.59,2025-07-06,854,N20,VIIRS,n,2.0NRT,292.11,1.16,N,2025-07-06 08:54:00+00:00,nominal,,2025-07-06
36.35672,-114.91127,303.12,0.65,0.73,2025-07-06,1032,N20,VIIRS,n,2.0NRT,292.35,1.88,N,2025-07-06 10:32:00+00:00,nominal,,2025-07-06
34.608,-117.33967,312.79,0.54,0.68,2025-07-06,1034,N20,VIIRS,n,2.0NRT,288.3,3.28,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
34.60887,-117.34029,299.44,0.54,0.68,2025-07-06,1034,N20,VIIRS,n,2.0NRT,286.45,1.74,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
34.6074,-117.33507,310.27,0.54,0.68,2025-07-06,1034,N20,VIIRS,n,2.0NRT,290.06,2.65,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
34.3548,-116.85352,300.77,0.59,0.7,2025-07-06,1034,N20,VIIRS,n,2.0NRT,289.76,1.25,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
34.33745,-118.5201,304.56,0.48,0.64,2025-07-06,1034,N20,VIIRS,n,2.0NRT,288.42,1.07,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
34.15553,-118.19349,304.24,0.5,0.66,2025-07-06,1034,N20,VIIRS,n,2.0NRT,287.05,0.76,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
34.2902,-118.80283,306.5,0.46,0.64,2025-07-06,1034,N20,VIIRS,n,2.0NRT,284.77,0.66,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
33.85238,-118.33407,303.65,0.5,0.66,2025-07-06,1034,N20,VIIRS,n,2.0NRT,290.8,1.31,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
35.96918,-119.37862,313.82,0.39,0.59,2025-07-06,1034,N20,VIIRS,n,2.0NRT,288.34,2.72,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
35.96809,-119.37451,303.67,0.39,0.59,2025-07-06,1034,N20,VIIRS,n,2.0NRT,287.79,2.72,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
35.96397,-119.38067,350.06,0.39,0.59,2025-07-06,1034,N20,VIIRS,n,2.0NRT,286.46,2.72,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
35.96288,-119.37657,323.32,0.39,0.59,2025-07-06,1034,N20,VIIRS,n,2.0NRT,287.63,2.72,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
34.61927,-117.09993,298.98,0.56,0.69,2025-07-06,1034,N20,VIIRS,n,2.0NRT,288.57,1.83,N,2025-07-06 10:34:00+00:00,nominal,,2025-07-06
34.67699,-118.25693,367.0,0.32,0.54,2025-07-06,2014,N20,VIIRS,l,2.0NRT,327.11,14.96,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
34.67619,-118.26026,367.0,0.32,0.54,2025-07-06,2014,N20,VIIRS,l,2.0NRT,327.46,4.09,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
34.67539,-118.26358,367.0,0.32,0.54,2025-07-06,2014,N20,VIIRS,l,2.0NRT,326.08,4.09,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
34.68101,-118.26202,353.56,0.32,0.54,2025-07-06,2014,N20,VIIRS,l,2.0NRT,325.41,3.47,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
34.68181,-118.25867,367.0,0.32,0.54,2025-07-06,2014,N20,VIIRS,l,2.0NRT,327.93,8.82,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
34.68663,-118.26041,367.0,0.32,0.54,2025-07-06,2014,N20,VIIRS,l,2.0NRT,326.92,8.82,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
34.68584,-118.26373,367.0,0.32,0.54,2025-07-06,2014,N20,VIIRS,l,2.0NRT,326.24,3.47,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
34.68504,-118.26706,367.0,0.32,0.54,2025-07-06,2014,N20,VIIRS,l,2.0NRT,325.48,3.47,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
35.02789,-119.73942,367.0,0.38,0.58,2025-07-06,2014,N20,VIIRS,h,2.0NRT,314.76,6.29,D,2025-07-06 20:14:00+00:00,high,,2025-07-06
35.04125,-119.75356,367.0,0.38,0.59,2025-07-06,2014,N20,VIIRS,h,2.0NRT,313.61,9.37,D,2025-07-06 20:14:00+00:00,high,,2025-07-06
35.84865,-119.14231,367.0,0.33,0.55,2025-07-06,2014,N20,VIIRS,h,2.0NRT,355.76,135.23,D,2025-07-06 20:14:00+00:00,high,,2025-07-06
35.84954,-119.13874,348.48,0.33,0.55,2025-07-06,2014,N20,VIIRS,n,2.0NRT,308.73,135.23,D,2025-07-06 20:14:00+00:00,nominal,,2025-07-06
35.84598,-119.15299,349.3,0.33,0.56,2025-07-06,2014,N20,VIIRS,n,2.0NRT,305.71,45.23,D,2025-07-06 20:14:00+00:00,nominal,,2025-07-06
35.84776,-119.14586,367.0,0.33,0.55,2025-07-06,2014,N20,VIIRS,l,2.0NRT,378.65,170.15,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
35.84687,-119.14943,367.0,0.33,0.55,2025-07-06,2014,N20,VIIRS,l,2.0NRT,358.55,170.15,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
35.85357,-119.14414,367.0,0.33,0.55,2025-07-06,2014,N20,VIIRS,h,2.0NRT,308.49,135.23,D,2025-07-06 20:14:00+00:00,high,,2025-07-06
35.8509,-119.15482,336.66,0.33,0.56,2025-07-06,2014,N20,VIIRS,l,2.0NRT,310.21,45.23,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
35.85267,-119.14769,367.0,0.33,0.55,2025-07-06,2014,N20,VIIRS,l,2.0NRT,338.6,170.15,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
35.85179,-119.15125,367.0,0.33,0.55,2025-07-06,2014,N20,VIIRS,l,2.0NRT,326.0,170.15,D,2025-07-06 20:14:00+00:00,low,,2025-07-06
36.61972,-119.31134,367.0,0.33,0.55,2025-07-06,2014,N20,VIIRS,h,2.0NRT,320.86,25.91,D,2025-07-06 20:14:00+00:00,high,,2025-07-06
35.84403,-119.1431,343.14,0.59,0.7,2025-07-06,2153,N20,VIIRS,n,2.0NRT,306.01,22.98,D,2025-07-06 21:53:00+00:00,nominal,,2025-07-06
35.84379,-119.14976,336.05,0.59,0.7,2025-07-06,2153,N20,VIIRS,n,2.0NRT,304.8,22.98,D,2025-07-06 21:53:00+00:00,nominal,,2025-07-06
35.85056,-119.14335,367.0,0.59,0.7,2025-07-06,2153,N20,VIIRS,h,2.0NRT,322.75,22.98,D,2025-07-06 21:53:00+00:00,high,,2025-07-06
35.85032,-119.14997,367.0,0.59,0.7,2025-07-06,2153,N20,VIIRS,l,2.0NRT,326.03,22.98,D,2025-07-06 21:53:00+00:00,low,,2025-07-06
35.85006,-119.1431,367.0,0.59,0.7,2025-07-06,2153,N20,VIIRS,h,2.0NRT,322.25,65.73,D,2025-07-06 21:53:00+00:00,high,,2025-07-06
36.16019,-118.71052,348.85,0.63,0.72,2025-07-06,2153,N20,VIIRS,n,2.0NRT,304.55,12.93,D,2025-07-06 21:53:00+00:00,nominal,,2025-07-06
36.16365,-118.70786,355.23,0.63,0.72,2025-07-06,2153,N20,VIIRS,n,2.0NRT,305.57,17.31,D,2025-07-06 21:53:00+00:00,nominal,,2025-07-06
35.84986,-119.14974,367.0,0.59,0.7,2025-07-06,2153,N20,VIIRS,l,2.0NRT,327.81,64.16,D,2025-07-06 21:53:00+00:00,low,,2025-07-06
34.02637,-118.069,351.45,0.66,0.73,2025-07-06,2155,N20,VIIRS,n,2.0NRT,305.97,8.11,D,2025-07-06 21:55:00+00:00,nominal,,2025-07-06
34.1401,-117.42194,341.36,0.73,0.76,2025-07-06,2155,N20,VIIRS,n,2.0NRT,314.42,4.26,D,2025-07-06 21:55:00+00:00,nominal,,2025-07-06
36.35824,-114.90998,309.6,0.53,0.67,2025-07-07,835,N20,VIIRS,n,2.0NRT,296.18,2.57,N,2025-07-07 08:35:00+00:00,nominal,,2025-07-07
36.18315,-115.67982,311.35,0.59,0.7,2025-07-07,835,N20,VIIRS,n,2.0NRT,288.91,2.04,N,2025-07-07 08:35:00+00:00,nominal,,2025-07-07
34.61083,-117.3385,311.1,0.71,0.75,2025-07-07,835,N20,VIIRS,n,2.0NRT,290.34,2.41,N,2025-07-07 08:35:00+00:00,nominal,,2025-07-07
36.35925,-114.91255,308.76,0.37,0.58,2025-07-07,1013,N20,VIIRS,n,2.0NRT,294.56,1.83,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
36.18118,-115.67651,323.06,0.34,0.56,2025-07-07,1013,N20,VIIRS,n,2.0NRT,289.38,1.55,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
36.1804,-115.67342,304.83,0.34,0.56,2025-07-07,1013,N20,VIIRS,n,2.0NRT,289.91,1.55,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
36.1588,-115.98744,303.28,0.32,0.55,2025-07-07,1013,N20,VIIRS,n,2.0NRT,287.56,0.5,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
36.37097,-119.41415,337.82,0.42,0.45,2025-07-07,1013,N20,VIIRS,n,2.0NRT,290.87,4.21,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
36.36839,-119.41254,333.38,0.42,0.45,2025-07-07,1013,N20,VIIRS,n,2.0NRT,289.37,1.88,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
35.96676,-119.37545,309.22,0.43,0.46,2025-07-07,1013,N20,VIIRS,n,2.0NRT,289.86,1.66,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
35.36715,-118.89817,305.31,0.47,0.48,2025-07-07,1013,N20,VIIRS,n,2.0NRT,290.1,0.64,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
35.37037,-118.89771,302.09,0.47,0.48,2025-07-07,1013,N20,VIIRS,n,2.0NRT,289.71,0.82,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
34.62364,-117.09896,309.14,0.61,0.54,2025-07-07,1013,N20,VIIRS,n,2.0NRT,290.22,1.92,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
34.62085,-117.10084,308.16,0.61,0.54,2025-07-07,1013,N20,VIIRS,n,2.0NRT,290.7,1.96,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
34.61024,-117.33472,306.13,0.6,0.53,2025-07-07,1013,N20,VIIRS,n,2.0NRT,289.57,1.91,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
34.60548,-117.33609,308.51,0.6,0.53,2025-07-07,1013,N20,VIIRS,n,2.0NRT,289.53,1.91,N,2025-07-07 10:13:00+00:00,nominal,,2025-07-07
33.7952,-117.47234,299.05,0.61,0.53,2025-07-07,1015,N20,VIIRS,n,2.0NRT,288.58,0.75,N,2025-07-07 10:15:00+00:00,nominal,,2025-07-07
34.15083,-118.19077,306.17,0.55,0.51,2025-07-07,1015,N20,VIIRS,n,2.0NRT,286.65,1.36,N,2025-07-07 10:15:00+00:00,nominal,,2025-07-07
34.29078,-118.80017,309.16,0.5,0.49,2025-07-07,1015,N20,VIIRS,n,2.0NRT,285.75,0.84,N,2025-07-07 10:15:00+00:00,nominal,,2025-07-07
34.33354,-118.52171,306.87,0.52,0.5,2025-07-07,1015,N20,VIIRS,n,2.0NRT,286.12,0.49,N,2025-07-07 10:15:00+00:00,nominal,,2025-07-07
34.42943,-118.64249,301.52,0.51,0.49,2025-07-07,1015,N20,VIIRS,n,2.0NRT,285.58,1.71,N,2025-07-07 10:15:00+00:00,nominal,,2025-07-07
32.71309,-115.50078,341.54,0.46,0.63,2025-07-07,1953,N20,VIIRS,n,2.0NRT,305.66,7.5,D,2025-07-07 19:53:00+00:00,nominal,,2025-07-07
32.70775,-115.50064,338.88,0.46,0.63,2025-07-07,1953,N20,VIIRS,n,2.0NRT,305.98,4.19,D,2025-07-07 19:53:00+00:00,nominal,,2025-07-07
33.1472,-115.35378,346.6,0.44,0.62,2025-07-07,1953,N20,VIIRS,l,2.0NRT,317.75,9.53,D,2025-07-07 19:53:00+00:00,low,,2025-07-07
33.28506,-115.51545,349.58,0.44,0.63,2025-07-07,1953,N20,VIIRS,n,2.0NRT,314.98,11.98,D,2025-07-07 19:53:00+00:00,nominal,,2025-07-07
33.72185,-117.35625,367.0,0.55,0.68,2025-07-07,1953,N20,VIIRS,h,2.0NRT,308.7,12.98,D,2025-07-07 19:53:00+00:00,high,,2025-07-07
33.71984,-117.36347,343.58,0.55,0.68,2025-07-07,1953,N20,VIIRS,n,2.0NRT,310.61,12.98,D,2025-07-07 19:53:00+00:00,nominal,,2025-07-07
33.96172,-116.8932,367.0,0.51,0.66,2025-07-07,1953,N20,VIIRS,h,2.0NRT,316.34,23.01,D,2025-07-07 19:53:00+00:00,high,,2025-07-07
35.04344,-119.75067,367.0,0.68,0.74,2025-07-07,1953,N20,VIIRS,h,2.0NRT,316.81,50.82,D,2025-07-07 19:53:00+00:00,high,,2025-07-07
35.0853,-119.91204,367.0,0.69,0.74,2025-07-07,1953,N20,VIIRS,h,2.0NRT,321.07,120.66,D,2025-07-07 19:53:00+00:00,high,,2025-07-07
35.08304,-119.91947,351.08,0.69,0.74,2025-07-07,1953,N20,VIIRS,n,2.0NRT,315.58,73.57,D,2025-07-07 19:53:00+00:00,nominal,,2025-07-07
36.80355,-120.17004,332.11,0.64,0.72,2025-07-07,1955,N20,VIIRS,n,2.0NRT,303.06,2.92,D,2025-07-07 19:55:00+00:00,nominal,,2025-07-07
35.08456,-119.91256,367.0,0.57,0.52,2025-07-07,2133,N20,VIIRS,h,2.0NRT,323.68,31.18,D,2025-07-07 21:33:00+00:00,high,,2025-07-07
33.53446,-117.75898,337.92,0.36,0.58,2025-07-07,2133,N20,VIIRS,n,2.0NRT,299.26,2.56,D,2025-07-07 21:33:00+00:00,nominal,,2025-07-07
33.28981,-115.5153,340.72,0.49,0.65,2025-07-07,2133,N20,VIIRS,l,2.0NRT,313.26,13.56,D,2025-07-07 21:33:00+00:00,low,,2025-07-07
35.03901,-119.75623,348.66,0.58,0.52,2025-07-07,2133,N20,VIIRS,l,2.0NRT,320.71,20.16,D,2025-07-07 21:33:00+00:00,low,,2025-07-07
36.35659,-114.90932,311.84,0.41,0.45,2025-07-08,956,N20,VIIRS,n,2.0NRT,298.04,2.05,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
36.66365,-120.13565,304.67,0.39,0.36,2025-07-08,956,N20,VIIRS,n,2.0NRT,291.37,0.51,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
36.69415,-120.58594,316.99,0.39,0.36,2025-07-08,956,N20,VIIRS,n,2.0NRT,289.65,1.53,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.24376,-118.38261,302.33,0.46,0.39,2025-07-08,956,N20,VIIRS,n,2.0NRT,285.76,0.4,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.62403,-117.10062,315.08,0.52,0.41,2025-07-08,956,N20,VIIRS,n,2.0NRT,293.04,2.1,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.6074,-117.33595,318.79,0.51,0.41,2025-07-08,956,N20,VIIRS,n,2.0NRT,294.34,2.91,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.35306,-116.85229,303.97,0.54,0.42,2025-07-08,956,N20,VIIRS,n,2.0NRT,292.76,1.3,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.567,-118.15014,298.63,0.47,0.4,2025-07-08,956,N20,VIIRS,n,2.0NRT,287.9,0.38,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.43168,-118.64148,299.11,0.45,0.39,2025-07-08,956,N20,VIIRS,n,2.0NRT,287.43,0.91,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.1418,-117.42785,306.47,0.51,0.41,2025-07-08,956,N20,VIIRS,n,2.0NRT,289.66,0.68,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.33541,-118.52162,310.37,0.46,0.39,2025-07-08,956,N20,VIIRS,n,2.0NRT,288.14,0.82,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.31847,-118.51048,303.06,0.46,0.39,2025-07-08,956,N20,VIIRS,n,2.0NRT,287.79,0.42,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.32006,-118.5122,303.88,0.46,0.39,2025-07-08,956,N20,VIIRS,n,2.0NRT,287.63,0.58,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.40238,-118.99963,300.01,0.44,0.38,2025-07-08,956,N20,VIIRS,n,2.0NRT,285.63,0.25,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
32.6003,-117.0133,302.82,0.57,0.43,2025-07-08,956,N20,VIIRS,n,2.0NRT,287.3,0.36,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
32.85667,-117.14748,307.67,0.55,0.43,2025-07-08,956,N20,VIIRS,n,2.0NRT,287.41,1.11,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
32.85728,-117.03101,298.29,0.56,0.43,2025-07-08,956,N20,VIIRS,n,2.0NRT,286.88,0.61,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
33.61293,-117.82225,309.14,0.5,0.41,2025-07-08,956,N20,VIIRS,n,2.0NRT,286.71,0.91,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
33.71636,-117.70773,299.98,0.5,0.41,2025-07-08,956,N20,VIIRS,n,2.0NRT,287.39,0.74,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
33.79285,-117.47552,305.38,0.51,0.41,2025-07-08,956,N20,VIIRS,n,2.0NRT,288.88,1.14,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
33.7931,-117.4744,304.49,0.51,0.41,2025-07-08,956,N20,VIIRS,n,2.0NRT,288.86,1.21,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.03533,-118.10512,303.25,0.48,0.4,2025-07-08,956,N20,VIIRS,n,2.0NRT,288.64,0.5,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.04152,-117.82228,300.03,0.49,0.4,2025-07-08,956,N20,VIIRS,n,2.0NRT,287.96,0.5,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.15507,-118.19325,314.41,0.47,0.4,2025-07-08,956,N20,VIIRS,n,2.0NRT,287.4,1.65,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.11425,-117.92481,301.08,0.49,0.4,2025-07-08,956,N20,VIIRS,n,2.0NRT,289.55,0.67,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
34.2929,-118.80119,311.61,0.45,0.39,2025-07-08,956,N20,VIIRS,n,2.0NRT,286.86,1.09,N,2025-07-08 09:56:00+00:00,nominal,,2025-07-08
32.57499,-114.59341,338.86,0.75,0.77,2025-07-08,1934,N20,VIIRS,n,2.0NRT,300.3,5.14,D,2025-07-08 19:34:00+00:00,nominal,,2025-07-08
36.35923,-114.91209,317.39,0.4,0.37,2025-07-09,934,N20,VIIRS,n,2.0NRT,297.08,2.28,N,2025-07-09 09:34:00+00:00,nominal,,2025-07-09
