cell_id,date,frp_sum,frp_max,n_det,y,frp_sum_l1,n_det_l1,frp_sum_l3,n_det_l3,frp_sum_l7,n_det_l7
46446,2025-07-18,4.82,1.85,5,1.0,4.82,6.0,6.26,9.0,18.46,18.0
46446,2025-07-22,3.66,3.66,1,0.0,4.82,5.0,10.8,13.0,20.29,21.0
46446,2025-07-24,4.95,1.68,4,0.0,3.66,1.0,13.3,12.0,20.91,18.0
46446,2025-07-25,5.38,1.31,5,1.0,4.95,4.0,13.43,10.0,23.509999999999998,21.0
46446,2025-07-26,3.25,1.97,2,1.0,5.38,5.0,13.989999999999998,10.0,25.07,24.0
46446,2025-07-27,2.6900000000000004,1.06,4,1.0,3.25,2.0,13.579999999999998,11.0,28.040000000000003,25.0
46446,2025-07-28,4.18,0.87,6,1.0,2.6900000000000004,4.0,11.32,11.0,29.57,27.0
46446,2025-07-29,3.88,1.62,3,1.0,4.18,6.0,10.12,12.0,28.93,27.0
46446,2025-07-30,4.96,1.73,4,1.0,3.88,3.0,10.75,13.0,27.990000000000002,25.0
46446,2025-07-31,2.69,1.31,3,1.0,4.96,4.0,13.019999999999998,13.0,29.29,28.0
46786,2025-07-19,9.08,4.54,2,0.0,66.9,4.0,66.9,4.0,79.92,17.0
47175,2025-07-19,47.58,23.79,2,0.0,33.42,3.0,100.32000000000001,7.0,105.28,11.0
48381,2025-07-02,1.15,0.64,2,1.0,0.97,2.0,34.39,5.0,101.29,9.0
48381,2025-07-03,0.7,0.39,2,1.0,1.15,2.0,2.12,4.0,102.44000000000001,11.0
48381,2025-07-05,0.32,0.32,1,0.0,0.7,2.0,2.82,6.0,103.14,13.0
48381,2025-07-06,0.59,0.59,1,1.0,0.32,1.0,2.17,5.0,36.56,10.0
48381,2025-07-07,1.1,0.59,2,1.0,0.59,1.0,1.6099999999999999,4.0,37.15,11.0
48381,2025-07-08,0.77,0.4,2,1.0,1.1,2.0,2.01,4.0,4.83,10.0
48381,2025-07-09,0.52,0.52,1,1.0,0.77,2.0,2.46,5.0,5.6,12.0
48381,2025-07-11,0.73,0.73,1,0.0,0.52,1.0,2.39,5.0,5.15,11.0
48381,2025-07-12,1.0699999999999998,0.72,2,1.0,0.73,1.0,2.02,4.0,4.7299999999999995,10.0
48381,2025-07-13,0.49,0.49,1,1.0,1.0699999999999998,2.0,2.32,4.0,5.1,10.0
48381,2025-07-15,0.46,0.46,1,0.0,0.49,1.0,2.29,4.0,5.27,10.0
48381,2025-07-17,0.64,0.64,1,0.0,0.46,1.0,2.02,4.0,5.140000000000001,10.0
48381,2025-07-24,0.73,0.41,2,0.0,0.64,1.0,1.59,3.0,4.68,9.0
48381,2025-07-25,0.34,0.34,1,1.0,0.73,2.0,1.83,4.0,4.640000000000001,9.0
48381,2025-07-26,0.4,0.4,1,1.0,0.34,1.0,1.7100000000000002,4.0,4.46,9.0
48381,2025-07-29,0.41,0.41,1,0.0,0.4,1.0,1.47,4.0,4.13,9.0
48381,2025-07-30,0.73,0.41,2,1.0,0.41,1.0,1.15,3.0,3.4699999999999998,8.0
48381,2025-07-31,0.3,0.3,1,1.0,0.73,2.0,1.54,4.0,3.71,9.0
49524,2025-07-03,4.1899999999999995,1.6,3,1.0,4.27,3.0,5.0,5.0,6.879999999999999,10.0
49524,2025-07-05,2.47,1.58,2,0.0,4.1899999999999995,3.0,8.459999999999999,6.0,10.339999999999998,11.0
49524,2025-07-06,1.21,0.66,2,1.0,2.47,2.0,10.93,8.0,12.469999999999999,12.0
49524,2025-07-07,2.02,2.02,1,1.0,1.21,2.0,7.869999999999999,7.0,13.279999999999998,13.0
49524,2025-07-08,3.32,1.44,3,1.0,2.02,1.0,5.7,5.0,14.889999999999997,13.0
49524,2025-07-09,5.35,1.43,5,1.0,3.32,3.0,6.55,6.0,17.48,14.0
49524,2025-07-10,2.0300000000000002,1.26,2,1.0,5.35,5.0,10.69,9.0,22.83,19.0
49524,2025-07-11,2.79,2.01,2,1.0,2.0300000000000002,2.0,10.7,10.0,20.59,18.0
49524,2025-07-13,0.65,0.65,1,0.0,2.79,2.0,10.17,9.0,19.189999999999998,17.0
49524,2025-07-14,0.45,0.45,1,1.0,0.65,1.0,5.470000000000001,5.0,17.369999999999997,16.0
49524,2025-07-17,1.71,1.71,1,0.0,0.45,1.0,3.89,4.0,16.61,15.0
49524,2025-07-18,2.63,1.55,2,1.0,1.71,1.0,2.81,3.0,16.299999999999997,15.0
49524,2025-07-19,2.52,1.18,3,1.0,2.63,2.0,4.79,4.0,15.609999999999998,14.0
49524,2025-07-23,5.3,2.0,3,0.0,2.52,3.0,6.859999999999999,6.0,12.779999999999998,12.0
49524,2025-07-24,3.5300000000000002,1.35,4,1.0,5.3,3.0,10.45,8.0,16.049999999999997,13.0
49524,2025-07-25,2.51,0.88,3,1.0,3.5300000000000002,4.0,11.350000000000001,10.0,16.79,15.0
49524,2025-07-27,3.8,1.95,3,0.0,2.51,3.0,11.34,10.0,18.65,17.0
49524,2025-07-28,1.98,1.98,1,1.0,3.8,3.0,9.84,10.0,21.999999999999996,19.0
49524,2025-07-29,2.17,1.4,2,1.0,1.98,1.0,8.29,7.0,22.27,19.0
49524,2025-07-30,1.92,1.22,2,1.0,2.17,2.0,7.949999999999999,6.0,21.809999999999995,19.0
49524,2025-07-31,2.6,1.19,3,1.0,1.92,2.0,6.07,5.0,21.209999999999997,18.0
49525,2025-07-03,1.52,1.52,1,1.0,0.62,1.0,2.54,3.0,12.999999999999998,12.0
49525,2025-07-05,0.67,0.67,1,0.0,1.52,1.0,2.14,2.0,12.009999999999998,10.0
49525,2025-07-06,1.34,1.34,1,1.0,0.67,1.0,2.81,3.0,8.879999999999999,8.0
49525,2025-07-07,2.19,1.35,2,1.0,1.34,1.0,3.5300000000000002,3.0,8.239999999999998,8.0
49525,2025-07-08,1.09,1.09,1,1.0,2.19,2.0,4.2,4.0,8.259999999999998,8.0
49525,2025-07-09,2.58,1.59,2,1.0,1.09,1.0,4.62,4.0,7.429999999999998,7.0
49525,2025-07-10,2.23,1.01,3,1.0,2.58,2.0,5.859999999999999,5.0,10.009999999999998,9.0
49525,2025-07-11,1.55,0.81,2,1.0,2.23,3.0,5.9,6.0,11.62,11.0
49525,2025-07-17,0.74,0.4,2,0.0,1.55,2.0,6.36,7.0,11.649999999999997,12.0
49525,2025-07-18,0.69,0.69,1,1.0,0.74,2.0,4.52,7.0,11.719999999999997,13.0
49525,2025-07-20,0.74,0.74,1,0.0,0.69,1.0,2.98,5.0,11.069999999999997,13.0
49525,2025-07-23,2.7699999999999996,1.63,2,0.0,0.74,1.0,2.17,4.0,9.619999999999997,12.0
49525,2025-07-24,1.84,1.1,2,1.0,2.7699999999999996,2.0,4.199999999999999,4.0,11.299999999999997,13.0
49525,2025-07-25,2.7699999999999996,1.39,2,1.0,1.84,2.0,5.35,5.0,10.559999999999999,13.0
49525,2025-07-28,2.2,1.12,3,0.0,2.7699999999999996,2.0,7.379999999999999,6.0,11.099999999999998,12.0
49525,2025-07-29,0.8,0.8,1,1.0,2.2,3.0,6.81,7.0,11.749999999999998,13.0
49525,2025-07-30,2.46,1.27,2,1.0,0.8,1.0,5.77,6.0,11.809999999999999,12.0
49929,2025-07-08,0.5,0.5,1,0.0,0.27,1.0,1.07,2.0,10.649999999999999,11.0
49929,2025-07-19,0.87,0.87,1,0.0,0.5,1.0,0.77,2.0,8.379999999999997,10.0
49929,2025-07-31,0.71,0.71,1,0.0,0.87,1.0,1.6400000000000001,3.0,7.409999999999998,9.0
49930,2025-07-02,0.8400000000000001,0.55,2,1.0,0.8,2.0,1.67,3.0,3.2399999999999984,6.0
49930,2025-07-03,0.63,0.34,2,1.0,0.8400000000000001,2.0,1.6400000000000001,4.0,3.2799999999999985,7.0
49930,2025-07-05,1.09,0.66,2,0.0,0.63,2.0,2.27,6.0,3.9099999999999984,9.0
49930,2025-07-06,0.33,0.33,1,1.0,1.09,2.0,2.5600000000000005,6.0,4.729999999999999,10.0
49930,2025-07-07,1.3900000000000001,0.75,2,1.0,0.33,1.0,2.0500000000000003,5.0,4.559999999999998,10.0
49930,2025-07-08,1.6099999999999999,0.61,3,1.0,1.3900000000000001,2.0,2.8100000000000005,5.0,5.079999999999998,11.0
49930,2025-07-09,1.02,0.56,2,1.0,1.6099999999999999,3.0,3.33,6.0,6.689999999999999,14.0
49930,2025-07-10,1.78,1.06,2,1.0,1.02,2.0,4.02,7.0,6.909999999999998,14.0
49930,2025-07-11,0.81,0.41,2,1.0,1.78,2.0,4.41,7.0,7.849999999999998,14.0
49930,2025-07-12,1.97,0.69,4,1.0,0.81,2.0,3.6100000000000003,6.0,8.029999999999998,14.0
49930,2025-07-13,0.76,0.49,2,1.0,1.97,4.0,4.5600000000000005,8.0,8.909999999999998,16.0
49930,2025-07-14,0.45,0.45,1,1.0,0.76,2.0,3.54,8.0,9.339999999999998,17.0
49930,2025-07-15,0.64,0.64,1,1.0,0.45,1.0,3.18,7.0,8.399999999999999,16.0
49930,2025-07-17,0.86,0.62,2,0.0,0.64,1.0,1.85,4.0,7.429999999999998,14.0
49930,2025-07-19,0.71,0.71,1,0.0,0.86,2.0,1.9500000000000002,4.0,7.269999999999999,14.0
49930,2025-07-24,1.1600000000000001,0.67,2,0.0,0.71,1.0,2.21,4.0,6.199999999999998,13.0
49930,2025-07-25,0.99,0.34,3,1.0,1.1600000000000001,2.0,2.73,5.0,6.549999999999998,13.0
49930,2025-07-26,0.59,0.59,1,1.0,0.99,3.0,2.8600000000000003,6.0,5.5699999999999985,12.0
49930,2025-07-27,0.9199999999999999,0.54,3,1.0,0.59,1.0,2.74,6.0,5.399999999999999,11.0
49930,2025-07-28,0.82,0.47,2,1.0,0.9199999999999999,3.0,2.5,7.0,5.869999999999998,13.0
49930,2025-07-29,0.78,0.47,2,1.0,0.82,2.0,2.33,6.0,6.049999999999999,14.0
49930,2025-07-30,0.4,0.4,1,1.0,0.78,2.0,2.52,7.0,5.969999999999998,14.0
49930,2025-07-31,0.52,0.52,1,1.0,0.4,1.0,2.0,5.0,5.659999999999998,14.0
50318,2025-07-02,4.84,1.67,4,1.0,2.5,3.0,2.9,4.0,6.009999999999998,12.0
50318,2025-07-03,5.78,1.53,6,1.0,4.84,4.0,7.34,7.0,10.259999999999998,15.0
50318,2025-07-04,0.41,0.41,1,1.0,5.78,6.0,13.120000000000001,13.0,15.119999999999997,18.0
50318,2025-07-05,2.7,1.62,2,1.0,0.41,1.0,11.03,11.0,14.709999999999997,17.0
50318,2025-07-06,4.61,1.58,4,1.0,2.7,2.0,8.89,9.0,16.63,17.0
50318,2025-07-07,4.17,1.81,4,1.0,4.61,4.0,7.720000000000001,7.0,20.84,20.0
50318,2025-07-08,6.38,1.67,5,1.0,4.17,4.0,11.48,10.0,25.01,24.0
50318,2025-07-09,2.5,0.96,3,1.0,6.38,5.0,15.16,13.0,28.889999999999997,26.0
50318,2025-07-10,2.2800000000000002,1.01,3,1.0,2.5,3.0,13.05,12.0,26.549999999999997,25.0
50318,2025-07-11,3.09,1.63,3,1.0,2.2800000000000002,3.0,11.16,11.0,23.05,22.0
50318,2025-07-12,3.24,1.04,4,1.0,3.09,3.0,7.87,9.0,25.73,24.0
50318,2025-07-13,3.36,1.19,3,1.0,3.24,4.0,8.61,10.0,26.27,26.0
50318,2025-07-14,2.57,1.14,3,1.0,3.36,3.0,9.69,10.0,25.019999999999996,25.0
50318,2025-07-15,3.11,1.51,3,1.0,2.57,3.0,9.17,10.0,23.419999999999998,24.0
50318,2025-07-17,3.08,0.95,4,0.0,3.11,3.0,9.04,9.0,20.15,22.0
50318,2025-07-18,5.08,5.08,1,1.0,3.08,4.0,8.76,10.0,20.73,23.0
50318,2025-07-19,2.79,1.4,2,1.0,5.08,1.0,11.27,8.0,23.53,21.0
50318,2025-07-22,2.88,2.88,1,0.0,2.79,2.0,10.95,7.0,23.23,20.0
50318,2025-07-24,3.8,1.04,5,0.0,2.88,1.0,10.75,4.0,22.869999999999997,17.0
50318,2025-07-25,6.0,1.41,7,1.0,3.8,5.0,9.469999999999999,8.0,23.31,19.0
50318,2025-07-26,2.17,1.52,2,1.0,6.0,7.0,12.68,13.0,26.74,23.0
50318,2025-07-27,4.46,1.85,5,1.0,2.17,2.0,11.97,14.0,25.799999999999997,22.0
50318,2025-07-28,4.35,1.59,3,1.0,4.46,5.0,12.629999999999999,14.0,27.18,23.0
50318,2025-07-29,2.0,0.79,3,1.0,4.35,3.0,10.98,10.0,26.449999999999996,25.0
50318,2025-07-30,2.94,0.91,4,1.0,2.0,3.0,10.809999999999999,11.0,25.659999999999997,26.0
50318,2025-07-31,4.05,1.45,4,1.0,2.94,4.0,9.29,10.0,25.719999999999995,29.0
50800,2025-07-02,2.5300000000000002,1.43,2,1.0,2.73,3.0,5.67,7.0,18.65,20.0
50800,2025-07-03,0.83,0.83,1,1.0,2.5300000000000002,2.0,5.26,5.0,19.009999999999998,20.0
50800,2025-07-04,1.49,1.49,1,1.0,0.83,1.0,6.09,6.0,15.379999999999997,16.0
50800,2025-07-05,1.31,1.31,1,1.0,1.49,1.0,4.85,4.0,12.519999999999998,14.0
50800,2025-07-06,2.7800000000000002,1.53,2,1.0,1.31,1.0,3.63,3.0,11.829999999999998,12.0
50800,2025-07-07,1.02,1.02,1,1.0,2.7800000000000002,2.0,5.58,4.0,11.669999999999998,10.0
50800,2025-07-08,2.75,1.45,2,1.0,1.02,1.0,5.109999999999999,4.0,12.69,11.0
50800,2025-07-09,2.6500000000000004,1.34,2,1.0,2.75,2.0,6.550000000000001,5.0,12.709999999999999,10.0
50800,2025-07-12,1.27,1.27,1,0.0,2.6500000000000004,2.0,6.42,5.0,12.83,10.0
50800,2025-07-13,1.5,1.5,1,1.0,1.27,1.0,6.670000000000001,5.0,13.27,10.0
50800,2025-07-15,2.25,1.2,2,0.0,1.5,1.0,5.42,4.0,13.28,10.0
50800,2025-07-16,0.62,0.62,1,1.0,2.25,2.0,5.02,4.0,14.219999999999999,11.0
50800,2025-07-17,1.64,1.64,1,1.0,0.62,1.0,4.37,4.0,12.059999999999997,10.0
50800,2025-07-18,1.24,1.24,1,1.0,1.64,1.0,4.51,4.0,12.679999999999998,10.0
50800,2025-07-19,0.58,0.58,1,1.0,1.24,1.0,3.5,3.0,11.169999999999998,9.0
50800,2025-07-20,1.13,1.13,1,1.0,0.58,1.0,3.4599999999999995,3.0,9.099999999999998,8.0
50800,2025-07-21,4.3100000000000005,1.7,3,1.0,1.13,1.0,2.9499999999999997,3.0,8.959999999999997,8.0
50800,2025-07-22,4.6899999999999995,1.85,3,1.0,4.3100000000000005,3.0,6.0200000000000005,5.0,11.769999999999998,10.0
50800,2025-07-23,2.87,1.31,3,1.0,4.6899999999999995,3.0,10.129999999999999,7.0,14.209999999999997,11.0
50800,2025-07-24,1.14,1.14,1,1.0,2.87,3.0,11.870000000000001,9.0,16.459999999999997,13.0
50800,2025-07-25,3.1,1.31,3,1.0,1.14,1.0,8.7,7.0,15.959999999999997,13.0
50800,2025-07-26,2.86,1.63,2,1.0,3.1,3.0,7.11,7.0,17.819999999999997,15.0
50800,2025-07-27,2.33,1.18,2,1.0,2.86,2.0,7.1,6.0,20.099999999999998,16.0
50800,2025-07-28,2.84,1.56,2,1.0,2.33,2.0,8.290000000000001,7.0,21.299999999999997,17.0
50800,2025-07-29,1.36,1.36,1,1.0,2.84,2.0,8.03,6.0,19.83,16.0
50800,2025-07-30,1.08,1.08,1,1.0,1.36,1.0,6.53,5.0,16.5,14.0
50800,2025-07-31,2.45,1.23,2,1.0,1.08,1.0,5.279999999999999,4.0,14.709999999999997,12.0
51847,2025-07-10,0.52,0.52,1,0.0,0.46,1.0,0.46,1.0,5.7399999999999975,5.0
51847,2025-07-27,0.6,0.6,1,0.0,0.52,1.0,0.98,2.0,3.419999999999998,4.0
51848,2025-07-03,0.59,0.59,1,1.0,0.41,1.0,0.9299999999999999,2.0,1.3899999999999981,3.0
51848,2025-07-04,0.41,0.41,1,1.0,0.59,1.0,1.0,2.0,1.9799999999999982,4.0
51848,2025-07-07,0.44,0.44,1,0.0,0.41,1.0,1.41,3.0,2.3899999999999983,5.0
51848,2025-07-08,0.25,0.25,1,1.0,0.44,1.0,1.44,3.0,2.8299999999999983,6.0
51848,2025-07-09,0.28,0.28,1,1.0,0.25,1.0,1.1,3.0,2.6199999999999983,6.0
51848,2025-07-10,0.48,0.48,1,1.0,0.28,1.0,0.9700000000000001,3.0,2.379999999999998,6.0
51848,2025-07-17,0.71,0.71,1,0.0,0.48,1.0,1.01,3.0,2.859999999999998,7.0
51848,2025-07-23,0.76,0.39,2,0.0,0.71,1.0,1.47,3.0,3.159999999999998,7.0
51848,2025-07-24,1.04,0.58,2,1.0,0.76,2.0,1.95,4.0,3.3299999999999983,8.0
51848,2025-07-25,0.54,0.54,1,1.0,1.04,2.0,2.51,5.0,3.959999999999998,9.0
52256,2025-07-02,7.93,3.82,4,1.0,5.48,5.0,5.48,5.0,8.469999999999999,11.0
52256,2025-07-03,3.58,1.61,3,1.0,7.93,4.0,13.41,9.0,15.919999999999998,14.0
52256,2025-07-04,0.47,0.47,1,1.0,3.58,3.0,16.990000000000002,12.0,18.79,16.0
52256,2025-07-05,3.55,2.09,2,1.0,0.47,1.0,11.98,8.0,18.499999999999996,15.0
52256,2025-07-06,2.61,1.69,2,1.0,3.55,2.0,7.6,6.0,21.009999999999998,15.0
52256,2025-07-07,5.4799999999999995,1.89,4,1.0,2.61,2.0,6.629999999999999,5.0,23.619999999999997,17.0
52256,2025-07-08,3.24,1.33,3,1.0,5.4799999999999995,4.0,11.64,8.0,29.099999999999998,21.0
52256,2025-07-09,3.59,1.45,4,1.0,3.24,3.0,11.329999999999998,9.0,26.86,19.0
52256,2025-07-10,5.2,2.17,4,1.0,3.59,4.0,12.309999999999999,11.0,22.519999999999996,19.0
52256,2025-07-11,3.89,1.25,4,1.0,5.2,4.0,12.030000000000001,11.0,24.14,20.0
52256,2025-07-12,0.73,0.73,1,1.0,3.89,4.0,12.680000000000001,12.0,27.56,23.0
52256,2025-07-13,1.6400000000000001,1.11,2,1.0,0.73,1.0,9.82,9.0,24.739999999999995,22.0
52256,2025-07-14,1.19,1.19,1,1.0,1.6400000000000001,2.0,6.260000000000002,7.0,23.769999999999996,22.0
52256,2025-07-15,2.5,1.77,2,1.0,1.19,1.0,3.560000000000001,4.0,19.48,19.0
52256,2025-07-17,4.55,1.71,4,0.0,2.5,2.0,5.330000000000001,5.0,18.74,18.0
52256,2025-07-18,1.06,1.06,1,1.0,4.55,4.0,8.24,7.0,19.7,18.0
52256,2025-07-19,2.7800000000000002,1.41,2,1.0,1.06,1.0,8.110000000000001,7.0,15.559999999999999,15.0
52256,2025-07-20,2.23,1.4,2,1.0,2.7800000000000002,2.0,8.390000000000002,7.0,14.45,13.0
52256,2025-07-22,5.36,3.99,3,0.0,2.23,2.0,6.070000000000001,5.0,15.95,14.0
52256,2025-07-23,4.1899999999999995,1.52,3,1.0,5.36,3.0,10.370000000000001,7.0,19.669999999999998,15.0
52256,2025-07-24,2.98,1.52,2,1.0,4.1899999999999995,3.0,11.780000000000001,8.0,22.669999999999995,17.0
52256,2025-07-25,4.98,1.28,5,1.0,2.98,2.0,12.53,8.0,23.149999999999995,17.0
52256,2025-07-26,5.9399999999999995,1.93,4,1.0,4.98,5.0,12.15,10.0,23.58,18.0
52256,2025-07-27,2.67,1.89,2,1.0,5.9399999999999995,4.0,13.9,11.0,28.459999999999997,21.0
52256,2025-07-28,4.74,1.88,4,1.0,2.67,2.0,13.59,11.0,28.35,21.0
52256,2025-07-29,4.68,1.7,3,1.0,4.74,4.0,13.35,10.0,30.86,23.0
52256,2025-07-30,3.74,1.2,5,1.0,4.68,3.0,12.09,9.0,30.18,23.0
52256,2025-07-31,2.42,1.27,2,1.0,3.74,5.0,13.16,12.0,29.729999999999997,25.0
52645,2025-07-07,0.37,0.37,1,0.0,0.39,1.0,4.13,6.0,22.159999999999997,19.0
52645,2025-07-08,1.17,1.17,1,1.0,0.37,1.0,0.76,2.0,16.59,16.0
52645,2025-07-17,1.22,0.75,2,0.0,1.17,1.0,1.93,3.0,15.089999999999998,15.0
52645,2025-07-19,0.47,0.47,1,0.0,1.22,2.0,2.76,4.0,11.569999999999999,13.0
52645,2025-07-25,0.55,0.55,1,0.0,0.47,1.0,2.86,4.0,7.3599999999999985,11.0
52645,2025-07-27,0.7,0.7,1,0.0,0.55,1.0,2.24,4.0,4.169999999999998,7.0
52645,2025-07-28,0.3,0.3,1,1.0,0.7,1.0,1.72,3.0,4.869999999999998,8.0
53341,2025-07-11,0.28,0.28,1,0.0,0.5,1.0,0.5,1.0,3.4399999999999986,6.0
53341,2025-07-19,0.35,0.35,1,0.0,0.28,1.0,0.78,2.0,2.4999999999999982,5.0
53341,2025-07-24,0.4,0.4,1,0.0,0.35,1.0,1.13,3.0,2.3799999999999986,5.0
53341,2025-07-28,0.21,0.21,1,0.0,0.4,1.0,1.03,3.0,2.229999999999998,5.0
53341,2025-07-30,0.45,0.45,1,0.0,0.21,1.0,0.96,3.0,1.7399999999999982,5.0
53409,2025-07-18,0.36,0.36,1,1.0,0.32,1.0,0.53,2.0,2.0599999999999983,6.0
55395,2025-07-07,0.49,0.49,1,0.0,0.34,1.0,0.34,1.0,0.6599999999999984,2.0
55395,2025-07-08,0.42,0.42,1,1.0,0.49,1.0,0.8300000000000001,2.0,0.8299999999999983,2.0
55395,2025-07-16,0.26,0.26,1,0.0,0.42,1.0,1.25,3.0,1.2499999999999982,3.0
55395,2025-07-22,0.75,0.75,1,0.0,0.26,1.0,1.17,3.0,1.5099999999999982,4.0
55395,2025-07-28,0.39,0.39,1,0.0,0.75,1.0,1.43,3.0,2.259999999999998,5.0
55396,2025-07-04,0.38,0.38,1,1.0,0.31,1.0,1.06,2.0,2.569999999999998,6.0
55396,2025-07-06,0.42,0.42,1,0.0,0.38,1.0,0.69,2.0,2.6099999999999985,6.0
55396,2025-07-08,0.38,0.38,1,0.0,0.42,1.0,1.1099999999999999,3.0,2.5399999999999983,6.0
55396,2025-07-09,0.57,0.57,1,1.0,0.38,1.0,1.18,3.0,2.4999999999999982,6.0
55396,2025-07-13,0.34,0.34,1,0.0,0.57,1.0,1.37,3.0,2.8099999999999983,6.0
55396,2025-07-17,0.44,0.44,1,0.0,0.34,1.0,1.29,3.0,2.399999999999998,6.0
55396,2025-07-19,0.4,0.4,1,0.0,0.44,1.0,1.35,3.0,2.839999999999998,7.0
55396,2025-07-20,0.27,0.27,1,1.0,0.4,1.0,1.1800000000000002,3.0,2.9299999999999984,7.0
55396,2025-07-23,0.57,0.57,1,0.0,0.27,1.0,1.1099999999999999,3.0,2.819999999999998,7.0
55396,2025-07-24,0.5700000000000001,0.31,2,1.0,0.57,1.0,1.24,3.0,2.969999999999998,7.0
56218,2025-07-28,2.26,2.26,1,0.0,1.55,1.0,2.12,2.0,3.5699999999999985,6.0
56219,2025-07-02,8.84,3.31,4,1.0,10.61,7.0,12.16,8.0,13.399999999999999,11.0
56219,2025-07-03,17.07,4.17,6,1.0,8.84,4.0,19.45,11.0,21.839999999999996,14.0
56219,2025-07-04,11.959999999999999,2.02,7,1.0,17.07,6.0,36.519999999999996,17.0,38.64,19.0
56219,2025-07-05,5.279999999999999,3.53,2,1.0,11.959999999999999,7.0,37.87,17.0,50.029999999999994,25.0
56219,2025-07-06,13.1,3.28,7,1.0,5.279999999999999,2.0,34.31,15.0,55.309999999999995,27.0
56219,2025-07-07,11.76,2.95,5,1.0,13.1,7.0,30.339999999999996,16.0,66.86,33.0
56219,2025-07-08,8.690000000000001,2.91,4,1.0,11.76,5.0,30.139999999999997,14.0,78.62,38.0
56219,2025-07-09,8.53,2.26,5,1.0,8.690000000000001,4.0,33.55,16.0,76.7,35.0
56219,2025-07-12,6.12,2.3,4,0.0,8.53,5.0,28.979999999999997,14.0,76.39,36.0
56219,2025-07-13,6.8100000000000005,2.69,4,1.0,6.12,4.0,23.34,13.0,65.44,34.0
56219,2025-07-14,8.620000000000001,3.59,3,1.0,6.8100000000000005,4.0,21.46,13.0,60.28999999999999,31.0
56219,2025-07-15,18.92,2.78,8,1.0,8.620000000000001,3.0,21.550000000000004,11.0,63.629999999999995,32.0
56219,2025-07-16,6.0,2.08,3,1.0,18.92,8.0,34.35000000000001,15.0,69.45,33.0
56219,2025-07-17,4.75,1.73,3,1.0,6.0,3.0,33.540000000000006,14.0,63.69,31.0
56219,2025-07-19,10.88,3.41,4,0.0,4.75,3.0,29.670000000000005,14.0,59.75,30.0
56219,2025-07-20,12.73,2.58,6,1.0,10.88,4.0,21.630000000000003,10.0,62.1,29.0
56219,2025-07-21,11.7,2.7,6,1.0,12.73,6.0,28.360000000000007,13.0,68.71000000000001,31.0
56219,2025-07-22,7.19,2.41,4,1.0,11.7,6.0,35.31,16.0,73.6,33.0
56219,2025-07-23,12.48,3.01,7,1.0,7.19,4.0,31.62,16.0,72.17,34.0
56219,2025-07-24,7.8100000000000005,3.83,5,1.0,12.48,7.0,31.37,17.0,65.72999999999999,33.0
56219,2025-07-25,9.25,2.98,5,1.0,7.8100000000000005,5.0,27.480000000000004,16.0,67.53999999999999,35.0
56219,2025-07-26,7.66,2.42,4,1.0,9.25,5.0,29.540000000000006,17.0,72.03999999999999,37.0
56219,2025-07-27,11.76,2.43,6,1.0,7.66,4.0,24.720000000000006,14.0,68.82,37.0
56219,2025-07-28,7.46,2.41,4,1.0,11.76,6.0,28.67,15.0,67.85,37.0
56219,2025-07-29,6.42,2.53,3,1.0,7.46,4.0,26.880000000000003,14.0,63.61,35.0
56219,2025-07-30,13.08,3.33,6,1.0,6.42,3.0,25.640000000000004,13.0,62.839999999999996,34.0
56219,2025-07-31,12.01,2.38,6,1.0,13.08,6.0,26.960000000000004,13.0,63.44,33.0
56621,2025-07-02,5.5,2.11,3,1.0,6.180000000000001,4.0,19.260000000000005,10.0,52.559999999999995,27.0
56621,2025-07-03,7.03,2.58,3,1.0,5.5,3.0,11.680000000000003,7.0,50.4,26.0
56621,2025-07-04,6.18,1.8,4,1.0,7.03,3.0,18.710000000000004,10.0,45.67,23.0
56621,2025-07-05,2.92,2.35,2,1.0,6.18,4.0,18.710000000000004,10.0,44.39,23.0
56621,2025-07-06,3.89,2.06,2,1.0,2.92,2.0,16.130000000000003,9.0,40.89,22.0
56621,2025-07-07,7.75,2.09,5,1.0,3.89,2.0,12.990000000000004,8.0,31.699999999999996,18.0
56621,2025-07-08,4.71,2.61,2,1.0,7.75,5.0,14.560000000000004,9.0,39.449999999999996,23.0
56621,2025-07-09,8.98,1.81,7,1.0,4.71,2.0,16.350000000000005,9.0,37.98,21.0
56621,2025-07-10,6.540000000000001,2.62,4,1.0,8.98,7.0,21.440000000000005,14.0,41.459999999999994,25.0
56621,2025-07-11,6.52,2.03,4,1.0,6.540000000000001,4.0,20.230000000000004,13.0,40.97,26.0
56621,2025-07-12,5.640000000000001,2.54,3,1.0,6.52,4.0,22.040000000000006,15.0,41.309999999999995,26.0
56621,2025-07-13,4.11,1.35,4,1.0,5.640000000000001,3.0,18.700000000000003,11.0,44.029999999999994,27.0
56621,2025-07-14,8.36,2.97,4,1.0,4.11,4.0,16.270000000000003,11.0,44.24999999999999,29.0
56621,2025-07-15,5.72,2.27,3,1.0,8.36,4.0,18.110000000000003,11.0,44.86,28.0
56621,2025-07-16,4.56,2.84,4,1.0,5.72,3.0,18.19,11.0,45.87,29.0
56621,2025-07-17,5.470000000000001,2.65,3,1.0,4.56,4.0,18.64,11.0,41.449999999999996,26.0
56621,2025-07-19,7.2,2.41,5,0.0,5.470000000000001,3.0,15.750000000000004,10.0,40.379999999999995,25.0
